Organisation Code,Organisation Name,All Procedures - Total HES Procedures,All Procedures - Total Pre-Op Qs,All Procedures - Participation Rate,All Procedures - Total Linked,All Procedures - Linkage rate,All Procedures - Total Q2s sent to date,All Procedures - Issue rate,All Procedures - Total Q2s returned to date,All Procedures - Response rate,Hip Replacement - Total HES Procedures,Hip Replacement - Total Pre-Op Qs,Hip Replacement - Participation Rate,Hip Replacement - Total Linked,Hip Replacement - Linkage rate,Hip Replacement - Total Q2s sent to date,Hip Replacement - Issue rate,Hip Replacement - Total Q2s returned to date,Hip Replacement - Response rate,Primary Hip Replacement - Total HES Procedures,Primary Hip Replacement - Total Pre-Op Qs,Primary Hip Replacement - Participation Rate,Primary Hip Replacement - Total Linked,Primary Hip Replacement - Linkage rate,Primary Hip Replacement - Total Q2s sent to date,Primary Hip Replacement - Issue rate,Primary Hip Replacement - Total Q2s returned to date,Primary Hip Replacement - Response rate,Revision Hip Replacement - Total HES Procedures,Revision Hip Replacement - Total Pre-Op Qs,Revision Hip Replacement - Participation Rate,Revision Hip Replacement - Total Linked,Revision Hip Replacement - Linkage rate,Revision Hip Replacement - Total Q2s sent to date,Revision Hip Replacement - Issue rate,Revision Hip Replacement - Total Q2s returned to date,Revision Hip Replacement - Response rate,Knee Replacement - Total HES Procedures,Knee Replacement - Total Pre-Op Qs,Knee Replacement - Participation Rate,Knee Replacement - Total Linked,Knee Replacement - Linkage rate,Knee Replacement - Total Q2s sent to date,Knee Replacement - Issue rate,Knee Replacement - Total Q2s returned to date,Knee Replacement - Response rate,Primary Knee Replacement - Total HES Procedures,Primary Knee Replacement - Total Pre-Op Qs,Primary Knee Replacement - Participation Rate,Primary Knee Replacement - Total Linked,Primary Knee Replacement - Linkage rate,Primary Knee Replacement - Total Q2s sent to date,Primary Knee Replacement - Issue rate,Primary Knee Replacement - Total Q2s returned to date,Primary Knee Replacement - Response rate,Revision Knee Replacement - Total HES Procedures,Revision Knee Replacement - Total Pre-Op Qs,Revision Knee Replacement - Participation Rate,Revision Knee Replacement - Total Linked,Revision Knee Replacement - Linkage rate,Revision Knee Replacement - Total Q2s sent to date,Revision Knee Replacement - Issue rate,Revision Knee Replacement - Total Q2s returned to date,Revision Knee Replacement - Response rate
RGQ,IPSWICH HOSPITAL NHS TRUST,641,628,0.9797192,553,0.8805732,623,0.9920382,502,0.8057785,317,320,1.0094637,278,0.86875,317,0.990625,247,0.7791798,299,265,0.8862876,265,1,265,1,223,0.8415094,18,13,0.7222222,13,1,13,1,10,0.7692308,324,308,0.9506173,275,0.8928571,306,0.9935065,255,0.8333333,314,269,0.8566879,269,1,268,0.9962825,237,0.8843284,10,6,0.6,6,1,6,1,5,0.8333333
R1F,ISLE OF WIGHT NHS TRUST,411,330,0.8029197,205,0.6212121,328,0.9939394,217,0.6615854,192,143,0.7447917,96,0.6713287,141,0.986014,97,0.6879433,179,*,*,*,*,*,*,*,*,13,*,*,*,*,*,*,*,*,219,187,0.8538813,109,0.5828877,187,1,120,0.6417112,207,*,*,*,*,*,*,*,*,12,*,*,*,*,*,*,*,*
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,416,266,0.6394231,221,0.8308271,264,0.9924812,202,0.7651515,205,111,0.5414634,93,0.8378378,110,0.990991,86,0.7818182,195,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*,211,155,0.7345972,128,0.8258065,154,0.9935484,116,0.7532468,197,121,0.6142132,121,1,120,0.9917355,99,0.825,14,7,0.5,7,1,7,1,5,0.7142857
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,471,348,0.7388535,257,0.7385057,348,1,242,0.6954023,210,164,0.7809524,126,0.7682927,164,1,107,0.652439,193,116,0.6010363,116,1,116,1,86,0.7413793,17,10,0.5882353,10,1,10,1,5,0.5,261,184,0.7049808,131,0.7119565,184,1,135,0.7336957,241,124,0.5145228,124,1,124,1,101,0.8145161,20,7,0.35,7,1,7,1,7,1
ADP02,KIMS HOSPITAL (NEWNHAM COURT),374,570,1.5240642,336,0.5894737,531,0.9315789,427,0.8041431,138,195,1.4130435,119,0.6102564,180,0.9230769,149,0.8277778,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,236,375,1.5889831,217,0.5786667,351,0.936,278,0.7920228,228,211,0.9254386,211,1,211,1,167,0.7914692,8,6,0.75,6,1,6,1,5,0.8333333
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1508,1306,0.8660477,990,0.7580398,1193,0.9134763,841,0.7049455,691,560,0.8104197,448,0.8,514,0.9178571,365,0.7101167,655,436,0.6656489,436,1,421,0.9655963,314,0.7458432,36,12,0.3333333,12,1,11,0.9166667,7,0.6363636,817,746,0.9130967,542,0.7265416,679,0.9101877,476,0.7010309,759,513,0.6758893,513,1,500,0.9746589,380,0.76,58,29,0.5,29,1,29,1,15,0.5172414
RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,7,*,0,0,0,0,0,0,*,0,*,*,0,0,0,0,0,*,0,*,0,0,0,0,0,0
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,542,613,1.1309963,468,0.7634584,608,0.9918434,406,0.6677632,281,312,1.1103203,243,0.7788462,308,0.9871795,210,0.6818182,241,204,0.846473,204,1,203,0.995098,161,0.7931034,40,39,0.975,39,1,39,1,23,0.5897436,261,301,1.1532567,225,0.7475083,300,0.9966777,196,0.6533333,244,209,0.8565574,209,1,209,1,155,0.7416268,17,16,0.9411765,16,1,16,1,10,0.625
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1128,991,0.8785461,758,0.764884,987,0.9959637,724,0.733536,565,476,0.8424779,388,0.8151261,475,0.9978992,352,0.7410526,504,361,0.7162698,361,1,360,0.9972299,291,0.8083333,61,27,0.442623,27,1,27,1,20,0.7407407,563,515,0.9147425,370,0.7184466,512,0.9941748,372,0.7265625,513,354,0.6900585,354,1,353,0.9971751,279,0.7903683,50,16,0.32,16,1,16,1,11,0.6875
RJ2,LEWISHAM AND GREENWICH NHS TRUST,553,626,1.1320072,441,0.7044728,578,0.9233227,363,0.6280277,227,249,1.0969163,183,0.7349398,233,0.935743,150,0.6437768,217,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*,326,377,1.1564417,258,0.6843501,345,0.9151194,213,0.6173913,302,244,0.807947,244,1,236,0.9672131,160,0.6779661,24,14,0.5833333,14,1,14,1,5,0.3571429
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,644,584,0.9068323,384,0.6575342,506,0.8664384,315,0.6225296,180,146,0.8111111,97,0.6643836,135,0.9246575,74,0.5481481,170,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*,464,438,0.9439655,287,0.6552511,371,0.847032,241,0.6495957,442,*,*,*,*,*,*,*,*,22,*,*,*,*,*,*,*,*
RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,501,446,0.8902196,374,0.838565,444,0.9955157,307,0.6914414,225,203,0.9022222,183,0.9014778,203,1,142,0.6995074,199,161,0.8090452,161,1,161,1,119,0.7391304,26,22,0.8461538,22,1,22,1,15,0.6818182,276,243,0.8804348,191,0.7860082,241,0.9917695,165,0.6846473,262,183,0.6984733,183,1,183,1,139,0.7595628,14,8,0.5714286,8,1,8,1,4,0.5
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,863,483,0.5596756,339,0.7018634,429,0.8881988,319,0.7435897,410,227,0.5536585,159,0.7004405,209,0.9207048,141,0.6746411,374,152,0.4064171,152,1,150,0.9868421,106,0.7066667,36,7,0.1944444,7,1,7,1,4,0.5714286,453,256,0.5651214,180,0.703125,220,0.859375,178,0.8090909,434,*,*,*,*,*,*,*,0.8529412,19,*,*,*,*,*,*,0,*
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,8,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,*,*,0,*,0,*,0,*,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPA,MEDWAY NHS FOUNDATION TRUST,507,334,0.6587771,252,0.754491,334,1,218,0.6526946,227,162,0.7136564,123,0.7592593,162,1,94,0.5802469,206,111,0.538835,111,1,111,1,75,0.6756757,21,12,0.5714286,12,1,12,1,6,0.5,280,172,0.6142857,129,0.75,172,1,124,0.7209302,261,120,0.4597701,120,1,120,1,96,0.8,19,9,0.4736842,9,1,9,1,8,0.8888889
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,719,611,0.8497914,553,0.9050736,610,0.9983633,511,0.8377049,336,282,0.8392857,260,0.9219858,282,1,234,0.8297872,307,240,0.781759,240,1,240,1,201,0.8375,29,20,0.6896552,20,1,20,1,15,0.75,383,329,0.8590078,293,0.8905775,328,0.9969605,277,0.8445122,365,281,0.769863,281,1,281,1,239,0.8505338,18,12,0.6666667,12,1,12,1,10,0.8333333
RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,731,673,0.9206566,577,0.8573551,672,0.9985141,528,0.7857143,354,320,0.9039548,285,0.890625,319,0.996875,250,0.7836991,326,261,0.8006135,261,1,261,1,220,0.8429119,28,24,0.8571429,24,1,24,1,17,0.7083333,377,353,0.9363395,292,0.8271955,353,1,278,0.7875354,341,273,0.8005865,273,1,273,1,236,0.8644689,36,19,0.5277778,19,1,19,1,15,0.7894737
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,920,963,1.0467391,851,0.8836968,958,0.9948079,761,0.7943633,408,400,0.9803922,378,0.945,399,0.9975,320,0.802005,375,353,0.9413333,353,1,353,1,286,0.8101983,33,25,0.7575758,25,1,25,1,18,0.72,512,563,1.0996094,473,0.8401421,559,0.9928952,441,0.7889088,476,447,0.9390756,447,1,447,1,364,0.8143177,36,26,0.7222222,26,1,26,1,21,0.8076923
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,420,493,1.1738095,276,0.5598377,492,0.9979716,328,0.6666667,205,212,1.0341463,132,0.6226415,212,1,152,0.7169811,192,*,*,*,*,*,*,*,*,13,*,*,*,*,*,*,*,*,215,281,1.3069767,144,0.5124555,280,0.9964413,176,0.6285714,208,*,*,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
NVC08,MOUNT STUART HOSPITAL,245,298,1.2163265,257,0.8624161,298,1,237,0.795302,141,145,1.0283688,141,0.9724138,145,1,118,0.8137931,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,104,153,1.4711538,116,0.7581699,153,1,119,0.7777778,104,116,1.1153846,116,1,116,1,92,0.7931034,0,0,0,0,0,0,0,0,0
NVC09,NEW HALL HOSPITAL,481,486,1.010395,443,0.9115226,484,0.9958848,434,0.8966942,192,203,1.0572917,179,0.8817734,201,0.9901478,181,0.9004975,186,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*,289,283,0.9792388,264,0.9328622,283,1,253,0.8939929,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,996,1050,1.0542169,902,0.8590476,821,0.7819048,657,0.8002436,560,561,1.0017857,495,0.8823529,453,0.8074866,361,0.7969095,467,421,0.9014989,421,1,356,0.8456057,294,0.8258427,93,74,0.7956989,74,1,66,0.8918919,55,0.8333333,436,489,1.1215596,407,0.8323108,368,0.7525562,296,0.8043478,398,376,0.9447236,376,1,305,0.8111702,256,0.8393443,38,31,0.8157895,31,1,25,0.8064516,21,0.84
RVJ,NORTH BRISTOL NHS TRUST,1509,702,0.4652087,575,0.8190883,701,0.9985755,527,0.7517832,807,369,0.4572491,321,0.8699187,369,1,294,0.796748,681,288,0.4229075,288,1,288,1,246,0.8541667,126,33,0.2619048,33,1,33,1,27,0.8181818,702,333,0.474359,254,0.7627628,332,0.996997,233,0.7018072,582,234,0.4020619,234,1,234,1,180,0.7692308,120,20,0.1666667,20,1,20,1,18,0.9
RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,643,602,0.9362364,401,0.666113,601,0.9983389,445,0.7404326,272,231,0.8492647,170,0.7359307,231,1,185,0.8008658,248,158,0.6370968,158,1,158,1,139,0.8797468,24,12,0.5,12,1,12,1,10,0.8333333,371,371,1,231,0.6226415,370,0.9973046,260,0.7027027,349,222,0.6361032,222,1,222,1,185,0.8333333,22,9,0.4090909,9,1,9,1,9,1
NVC11,NORTH DOWNS HOSPITAL,220,260,1.1818182,209,0.8038462,259,0.9961538,199,0.7683398,144,138,0.9583333,131,0.9492754,137,0.9927536,110,0.8029197,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,122,1.6052632,78,0.6393443,122,1,89,0.7295082,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NTP15,NORTH EAST LONDON TREATMENT CENTRE CARE UK,418,300,0.7177033,225,0.75,299,0.9966667,225,0.7525084,161,118,0.7329193,94,0.7966102,117,0.9915254,96,0.8205128,*,94,*,94,1,94,1,82,0.8723404,*,0,*,0,0,0,0,0,0,257,182,0.7081712,131,0.7197802,182,1,129,0.7087912,251,131,0.5219124,131,1,131,1,108,0.8244275,6,0,0,0,0,0,0,0,0
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,240,231,0.9625,171,0.7402597,230,0.995671,137,0.5956522,95,83,0.8736842,62,0.746988,82,0.9879518,49,0.597561,88,56,0.6363636,56,1,56,1,38,0.6785714,7,6,0.8571429,6,1,6,1,2,0.3333333,145,148,1.0206897,109,0.7364865,148,1,88,0.5945946,138,*,*,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,778,814,1.0462725,758,0.9312039,812,0.997543,625,0.7697044,308,311,1.0097403,297,0.9549839,309,0.9935691,233,0.7540453,267,257,0.9625468,257,1,257,1,202,0.7859922,41,40,0.9756098,40,1,40,1,29,0.725,470,503,1.0702128,461,0.916501,503,1,392,0.7793241,442,434,0.9819005,434,1,434,1,346,0.797235,28,27,0.9642857,27,1,27,1,21,0.7777778
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,903,725,0.8028793,613,0.8455172,721,0.9944828,557,0.7725381,419,315,0.75179,279,0.8857143,314,0.9968254,238,0.7579618,389,*,*,*,*,*,*,*,*,30,*,*,*,*,*,*,*,*,484,410,0.8471074,334,0.8146341,407,0.9926829,319,0.7837838,454,325,0.715859,325,1,325,1,262,0.8061538,30,9,0.3,9,1,9,1,6,0.6666667
RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,0,6,0,5,0.8333333,6,1,4,0.6666667,0,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,6,0,5,0.8333333,6,1,4,0.6666667,0,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,521,527,1.0115163,480,0.9108159,527,1,408,0.7741935,243,244,1.0041152,223,0.9139344,244,1,183,0.75,224,205,0.9151786,205,1,205,1,158,0.7707317,19,18,0.9473684,18,1,18,1,14,0.7777778,278,283,1.0179856,257,0.9081272,283,1,225,0.795053,266,244,0.9172932,244,1,244,1,201,0.8237705,12,13,1.0833333,13,1,13,1,6,0.4615385
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,580,797,1.3741379,321,0.4027604,797,1,570,0.7151819,328,461,1.4054878,182,0.3947939,461,1,324,0.70282,312,173,0.5544872,173,1,173,1,149,0.8612717,16,9,0.5625,9,1,9,1,8,0.8888889,252,336,1.3333333,139,0.4136905,336,1,246,0.7321429,244,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,779,867,1.1129653,687,0.7923875,824,0.9504037,607,0.7366505,364,392,1.0769231,319,0.8137755,372,0.9489796,273,0.733871,344,304,0.8837209,304,1,301,0.9901316,239,0.7940199,20,15,0.75,15,1,15,1,8,0.5333333,415,475,1.1445783,368,0.7747368,452,0.9515789,334,0.7389381,381,347,0.9107612,347,1,338,0.9740634,268,0.7928994,34,21,0.6176471,21,1,21,1,15,0.7142857
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2740,1900,0.6934307,1736,0.9136842,1890,0.9947368,1548,0.8190476,1272,895,0.7036164,815,0.9106145,891,0.9955307,732,0.8215488,1180,789,0.6686441,789,1,788,0.9987326,671,0.8515228,92,26,0.2826087,26,1,26,1,23,0.8846154,1468,1005,0.6846049,921,0.9164179,999,0.9940299,816,0.8168168,1419,907,0.6391825,907,1,905,0.9977949,764,0.8441989,49,14,0.2857143,14,1,14,1,10,0.7142857
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1688,1753,1.0385071,797,0.4546492,1749,0.9977182,1265,0.7232704,814,840,1.031941,417,0.4964286,839,0.9988095,601,0.716329,727,376,0.5171939,376,1,376,1,296,0.787234,87,41,0.4712644,41,1,41,1,26,0.6341463,874,913,1.0446224,380,0.4162103,910,0.9967141,664,0.7296703,788,351,0.4454315,351,1,351,1,296,0.8433048,86,29,0.3372093,29,1,29,1,23,0.7931034
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",46,43,0.9347826,41,0.9534884,43,1,39,0.9069767,20,20,1,20,1,20,1,19,0.95,20,20,1,20,1,20,1,19,0.95,0,0,0,0,0,0,0,0,0,26,23,0.8846154,21,0.9130435,23,1,20,0.8695652,26,21,0.8076923,21,1,21,1,19,0.9047619,0,0,0,0,0,0,0,0,0
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",206,272,1.3203883,178,0.6544118,258,0.9485294,207,0.8023256,113,133,1.1769912,97,0.7293233,126,0.9473684,105,0.8333333,*,*,*,*,*,*,*,83,*,*,*,*,*,*,*,*,0,*,93,139,1.4946237,81,0.5827338,132,0.9496403,102,0.7727273,93,81,0.8709677,81,1,80,0.9876543,67,0.8375,0,0,0,0,0,0,0,0,0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",40,30,0.75,16,0.5333333,30,1,25,0.8333333,16,7,0.4375,4,0.5714286,7,1,6,0.8571429,16,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0,24,23,0.9583333,12,0.5217391,23,1,19,0.826087,24,12,0.5,12,1,12,1,9,0.75,0,0,0,0,0,0,0,0,0
NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",79,106,1.3417722,73,0.6886792,106,1,85,0.8018868,50,59,1.18,48,0.8135593,59,1,47,0.7966102,50,48,0.96,48,1,48,1,38,0.7916667,0,0,0,0,0,0,0,0,0,29,47,1.6206897,25,0.5319149,47,1,38,0.8085106,29,25,0.862069,25,1,25,1,23,0.92,0,0,0,0,0,0,0,0,0
NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",142,276,1.943662,256,0.9275362,275,0.9963768,228,0.8290909,85,167,1.9647059,161,0.9640719,167,1,134,0.8023952,85,161,1.8941176,161,1,161,1,130,0.8074534,0,0,0,0,0,0,0,0,0,57,109,1.9122807,95,0.8715596,108,0.9908257,94,0.8703704,57,95,1.6666667,95,1,95,1,82,0.8631579,0,0,0,0,0,0,0,0,0
NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",26,21,0.8076923,20,0.952381,21,1,17,0.8095238,18,13,0.7222222,12,0.9230769,13,1,11,0.8461538,18,12,0.6666667,12,1,12,1,10,0.8333333,0,0,0,0,0,0,0,0,0,8,8,1,8,1,8,1,6,0.75,8,8,1,8,1,8,1,6,0.75,0,0,0,0,0,0,0,0,0
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",280,51,0.1821429,40,0.7843137,50,0.9803922,46,0.92,140,24,0.1714286,23,0.9583333,23,0.9583333,22,0.9565217,*,23,*,23,1,23,1,22,0.9565217,*,0,*,0,0,0,0,0,0,140,27,0.1928571,17,0.6296296,27,1,24,0.8888889,*,17,0.1231884,*,1,17,1,16,0.9411765,*,0,*,0,0,0,0,0,0
NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",566,651,1.1501767,473,0.7265745,645,0.9907834,542,0.8403101,268,259,0.9664179,228,0.8803089,258,0.996139,218,0.8449612,268,228,0.8507463,228,1,228,1,194,0.8508772,0,0,0,0,0,0,0,0,0,298,392,1.3154362,245,0.625,387,0.9872449,324,0.8372093,298,245,0.8221477,245,1,245,1,217,0.8857143,0,0,0,0,0,0,0,0,0
NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",254,216,0.8503937,202,0.9351852,216,1,185,0.8564815,68,51,0.75,51,1,51,1,43,0.8431373,68,51,0.75,51,1,51,1,43,0.8431373,0,0,0,0,0,0,0,0,0,186,165,0.8870968,151,0.9151515,165,1,142,0.8606061,*,*,*,*,*,*,*,*,0.8866667,*,*,*,*,*,*,*,0,*
NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",76,94,1.2368421,53,0.5638298,94,1,74,0.787234,46,54,1.173913,30,0.5555556,54,1,42,0.7777778,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,40,1.3333333,23,0.575,40,1,32,0.8,*,23,0.7931034,*,1,23,1,19,0.826087,*,0,*,0,0,0,0,0,0
NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",225,260,1.1555556,234,0.9,258,0.9923077,221,0.8565891,120,125,1.0416667,123,0.984,124,0.992,111,0.8951613,120,123,1.025,123,1,123,1,111,0.902439,0,0,0,0,0,0,0,0,0,105,135,1.2857143,111,0.8222222,134,0.9925926,110,0.8208955,105,111,1.0571429,111,1,110,0.990991,88,0.8,0,0,0,0,0,0,0,0,0
NT222,"NUFFIELD HEALTH, IPSWICH HOSPITAL",0,59,0,54,0.9152542,59,1,46,0.779661,*,26,*,25,0.9615385,26,1,21,0.8076923,*,25,*,25,1,25,1,20,0.8,0,0,0,0,0,0,0,0,0,*,33,*,29,0.8787879,33,1,25,0.7575758,*,29,*,29,1,29,1,25,0.862069,0,0,0,0,0,0,0,0,0
NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",573,660,1.1518325,529,0.8015152,657,0.9954545,527,0.8021309,219,243,1.109589,201,0.8271605,240,0.9876543,192,0.8,219,201,0.9178082,201,1,200,0.9950249,168,0.84,0,0,0,0,0,0,0,0,0,354,417,1.1779661,328,0.7865707,417,1,335,0.8033573,345,320,0.9275362,320,1,320,1,263,0.821875,9,8,0.8888889,8,1,8,1,6,0.75
NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",333,210,0.6306306,183,0.8714286,210,1,181,0.8619048,109,67,0.6146789,63,0.9402985,67,1,61,0.9104478,109,63,0.5779817,63,1,63,1,57,0.9047619,0,0,0,0,0,0,0,0,0,224,143,0.6383929,120,0.8391608,143,1,120,0.8391608,224,120,0.5357143,120,1,120,1,100,0.8333333,0,0,0,0,0,0,0,0,0
NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",133,472,3.5488722,437,0.9258475,468,0.9915254,371,0.792735,52,223,4.2884615,205,0.9192825,219,0.9820628,173,0.7899543,52,205,3.9423077,205,1,204,0.995122,166,0.8137255,0,0,0,0,0,0,0,0,0,81,249,3.0740741,232,0.9317269,249,1,198,0.7951807,*,232,2.9,*,1,232,1,189,0.8146552,*,0,*,0,0,0,0,0,0
NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",519,446,0.8593449,406,0.9103139,443,0.9932735,384,0.8668172,271,228,0.8413284,213,0.9342105,225,0.9868421,200,0.8888889,*,213,*,213,1,213,1,188,0.8826291,*,0,*,0,0,0,0,0,0,248,218,0.8790323,193,0.8853211,218,1,184,0.8440367,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",301,297,0.986711,276,0.9292929,297,1,253,0.8518519,143,139,0.972028,134,0.9640288,139,1,120,0.8633094,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,158,158,1,142,0.8987342,158,1,133,0.8417722,158,142,0.8987342,142,1,142,1,120,0.8450704,0,0,0,0,0,0,0,0,0
NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",51,54,1.0588235,46,0.8518519,54,1,46,0.8518519,29,26,0.8965517,26,1,26,1,23,0.8846154,29,26,0.8965517,26,1,26,1,23,0.8846154,0,0,0,0,0,0,0,0,0,22,28,1.2727273,20,0.7142857,28,1,23,0.8214286,22,20,0.9090909,20,1,20,1,17,0.85,0,0,0,0,0,0,0,0,0
NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",249,286,1.1485944,277,0.9685315,286,1,256,0.8951049,137,160,1.1678832,157,0.98125,160,1,145,0.90625,137,157,1.1459854,157,1,157,1,142,0.9044586,0,0,0,0,0,0,0,0,0,112,126,1.125,120,0.952381,126,1,111,0.8809524,*,120,1.0810811,*,1,120,1,107,0.8916667,*,0,*,0,0,0,0,0,0
NT237,"NUFFIELD HEALTH, TEES HOSPITAL",561,621,1.1069519,490,0.7890499,620,0.9983897,509,0.8209677,239,268,1.1213389,217,0.8097015,268,1,215,0.8022388,226,206,0.9115044,206,1,206,1,165,0.8009709,13,11,0.8461538,11,1,11,1,6,0.5454545,322,353,1.0962733,273,0.7733711,352,0.9971671,294,0.8352273,310,264,0.8516129,264,1,263,0.9962121,225,0.8555133,12,9,0.75,9,1,9,1,6,0.6666667
NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",259,205,0.7915058,190,0.9268293,205,1,169,0.8243902,121,91,0.7520661,83,0.9120879,91,1,79,0.8681319,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,138,114,0.826087,107,0.9385965,114,1,90,0.7894737,138,107,0.7753623,107,1,107,1,87,0.8130841,0,0,0,0,0,0,0,0,0
NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",13,34,2.6153846,29,0.8529412,34,1,26,0.7647059,6,28,4.6666667,23,0.8214286,28,1,20,0.7142857,6,23,3.8333333,23,1,23,1,18,0.7826087,0,0,0,0,0,0,0,0,0,7,6,0.8571429,6,1,6,1,6,1,7,6,0.8571429,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0
NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",179,143,0.7988827,115,0.8041958,142,0.993007,121,0.8521127,102,68,0.6666667,63,0.9264706,68,1,58,0.8529412,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,77,75,0.974026,52,0.6933333,74,0.9866667,63,0.8513514,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",209,349,1.6698565,257,0.7363897,348,0.9971347,288,0.8275862,113,158,1.3982301,133,0.8417722,158,1,134,0.8481013,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,96,191,1.9895833,124,0.6492147,190,0.9947644,154,0.8105263,96,*,*,*,*,*,*,*,0.8455285,0,*,*,*,*,*,*,0,*
