Organisation Code,Organisation Name,All Procedures - Total HES Procedures,All Procedures - Total Pre-Op Qs,All Procedures - Participation Rate,All Procedures - Total Linked,All Procedures - Linkage rate,All Procedures - Total Q2s sent to date,All Procedures - Issue rate,All Procedures - Total Q2s returned to date,All Procedures - Response rate,Hip Replacement - Total HES Procedures,Hip Replacement - Total Pre-Op Qs,Hip Replacement - Participation Rate,Hip Replacement - Total Linked,Hip Replacement - Linkage rate,Hip Replacement - Total Q2s sent to date,Hip Replacement - Issue rate,Hip Replacement - Total Q2s returned to date,Hip Replacement - Response rate,Primary Hip Replacement - Total HES Procedures,Primary Hip Replacement - Total Pre-Op Qs,Primary Hip Replacement - Participation Rate,Primary Hip Replacement - Total Linked,Primary Hip Replacement - Linkage rate,Primary Hip Replacement - Total Q2s sent to date,Primary Hip Replacement - Issue rate,Primary Hip Replacement - Total Q2s returned to date,Primary Hip Replacement - Response rate,Revision Hip Replacement - Total HES Procedures,Revision Hip Replacement - Total Pre-Op Qs,Revision Hip Replacement - Participation Rate,Revision Hip Replacement - Total Linked,Revision Hip Replacement - Linkage rate,Revision Hip Replacement - Total Q2s sent to date,Revision Hip Replacement - Issue rate,Revision Hip Replacement - Total Q2s returned to date,Revision Hip Replacement - Response rate,Knee Replacement - Total HES Procedures,Knee Replacement - Total Pre-Op Qs,Knee Replacement - Participation Rate,Knee Replacement - Total Linked,Knee Replacement - Linkage rate,Knee Replacement - Total Q2s sent to date,Knee Replacement - Issue rate,Knee Replacement - Total Q2s returned to date,Knee Replacement - Response rate,Primary Knee Replacement - Total HES Procedures,Primary Knee Replacement - Total Pre-Op Qs,Primary Knee Replacement - Participation Rate,Primary Knee Replacement - Total Linked,Primary Knee Replacement - Linkage rate,Primary Knee Replacement - Total Q2s sent to date,Primary Knee Replacement - Issue rate,Primary Knee Replacement - Total Q2s returned to date,Primary Knee Replacement - Response rate,Revision Knee Replacement - Total HES Procedures,Revision Knee Replacement - Total Pre-Op Qs,Revision Knee Replacement - Participation Rate,Revision Knee Replacement - Total Linked,Revision Knee Replacement - Linkage rate,Revision Knee Replacement - Total Q2s sent to date,Revision Knee Replacement - Issue rate,Revision Knee Replacement - Total Q2s returned to date,Revision Knee Replacement - Response rate
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,783,772,0.9859515,700,0.9067358,770,0.9974093,595,0.7727273,367,347,0.9455041,319,0.9193084,346,0.9971182,255,0.7369942,344,305,0.8866279,305,1,304,0.9967213,233,0.7664474,23,14,0.6086957,14,1,14,1,11,0.7857143,416,425,1.0216346,381,0.8964706,424,0.9976471,340,0.8018868,400,372,0.93,372,1,372,1,312,0.8387097,16,9,0.5625,9,1,9,1,7,0.7777778
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,598,538,0.8996656,483,0.8977695,536,0.9962825,366,0.6828358,248,223,0.8991935,209,0.9372197,223,1,149,0.6681614,238,198,0.8319328,198,1,198,1,136,0.6868687,10,11,1.1,11,1,11,1,6,0.5454545,350,315,0.9,274,0.8698413,313,0.9936508,217,0.6932907,338,*,*,*,*,*,*,*,*,12,*,*,*,*,*,*,*,*
ADP02,KIMS HOSPITAL (NEWNHAM COURT),817,755,0.9241126,728,0.9642384,750,0.9933775,599,0.7986667,344,311,0.9040698,302,0.9710611,309,0.9935691,250,0.8090615,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,473,444,0.9386892,426,0.9594595,441,0.9932432,349,0.7913832,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1398,1120,0.8011445,719,0.6419643,854,0.7625,511,0.5983607,624,473,0.7580128,315,0.6659619,394,0.832981,247,0.6269036,596,309,0.5184564,309,1,303,0.9805825,197,0.650165,28,6,0.2142857,6,1,6,1,2,0.3333333,774,647,0.8359173,404,0.6244204,460,0.7109737,264,0.573913,732,385,0.5259563,385,1,296,0.7688312,189,0.6385135,42,19,0.452381,19,1,11,0.5789474,8,0.7272727
RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,554,505,0.9115523,392,0.7762376,486,0.9623762,318,0.654321,285,261,0.9157895,205,0.7854406,253,0.9693487,168,0.6640316,232,164,0.7068966,164,1,164,1,118,0.7195122,53,41,0.7735849,41,1,41,1,28,0.6829268,269,244,0.9070632,187,0.7663934,233,0.954918,150,0.6437768,241,174,0.7219917,174,1,171,0.9827586,126,0.7368421,28,13,0.4642857,13,1,13,1,7,0.5384615
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,942,1019,1.081741,699,0.6859666,1007,0.9882237,589,0.5849057,446,445,0.9977578,311,0.6988764,441,0.9910112,263,0.5963719,388,285,0.7345361,285,1,282,0.9894737,200,0.7092199,58,26,0.4482759,26,1,26,1,19,0.7307692,496,574,1.1572581,388,0.6759582,566,0.9860627,326,0.5759717,454,363,0.7995595,363,1,361,0.9944904,248,0.6869806,42,25,0.5952381,25,1,24,0.96,19,0.7916667
RJ2,LEWISHAM AND GREENWICH NHS TRUST,520,603,1.1596154,408,0.6766169,536,0.8888889,247,0.4608209,206,231,1.1213592,165,0.7142857,212,0.9177489,115,0.5424528,198,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*,314,372,1.1847134,243,0.6532258,324,0.8709677,132,0.4074074,297,235,0.7912458,235,1,207,0.8808511,106,0.5120773,17,8,0.4705882,8,1,8,1,4,0.5
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,542,380,0.701107,274,0.7210526,379,0.9973684,214,0.5646438,294,226,0.7687075,166,0.7345133,225,0.9955752,131,0.5822222,271,160,0.5904059,160,1,160,1,102,0.6375,23,6,0.2608696,6,1,6,1,4,0.6666667,248,154,0.6209677,108,0.7012987,154,1,83,0.538961,230,99,0.4304348,99,1,99,1,57,0.5757576,18,9,0.5,9,1,9,1,4,0.4444444
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,812,810,0.9975369,612,0.7555556,685,0.845679,321,0.4686131,258,259,1.003876,203,0.7837838,233,0.8996139,122,0.5236052,244,196,0.8032787,196,1,186,0.9489796,104,0.5591398,14,7,0.5,7,1,6,0.8571429,4,0.6666667,554,551,0.9945848,409,0.7422868,452,0.8203267,199,0.4402655,536,397,0.7406716,397,1,346,0.8715365,172,0.4971098,18,12,0.6666667,12,1,10,0.8333333,5,0.5
RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,578,549,0.949827,452,0.8233151,539,0.9817851,367,0.6808905,268,246,0.9179104,207,0.8414634,242,0.9837398,176,0.7272727,250,199,0.796,199,1,198,0.9949749,154,0.7777778,18,8,0.4444444,8,1,8,1,6,0.75,310,303,0.9774194,245,0.8085809,297,0.980198,191,0.6430976,300,237,0.79,237,1,233,0.9831224,169,0.7253219,10,8,0.8,8,1,8,1,6,0.75
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,582,526,0.9037801,385,0.7319392,468,0.8897338,277,0.5918803,310,257,0.8290323,195,0.7587549,227,0.8832685,141,0.6211454,214,141,0.6588785,141,1,135,0.9574468,85,0.6296296,96,54,0.5625,54,1,52,0.962963,33,0.6346154,272,269,0.9889706,190,0.7063197,241,0.8959108,136,0.5643154,258,182,0.7054264,182,1,176,0.967033,117,0.6647727,14,8,0.5714286,8,1,8,1,5,0.625
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1157,920,0.7951599,685,0.7445652,912,0.9913043,575,0.6304825,511,412,0.8062622,323,0.7839806,410,0.9951456,278,0.6780488,477,309,0.6477987,309,1,309,1,221,0.7152104,34,14,0.4117647,14,1,14,1,12,0.8571429,646,508,0.7863777,362,0.7125984,502,0.988189,297,0.5916335,624,351,0.5625,351,1,351,1,241,0.6866097,22,11,0.5,11,1,11,1,7,0.6363636
RPA,MEDWAY NHS FOUNDATION TRUST,361,281,0.7783934,221,0.7864769,271,0.9644128,184,0.6789668,138,122,0.884058,92,0.7540984,119,0.9754098,78,0.6554622,121,84,0.6942149,84,1,84,1,61,0.7261905,17,8,0.4705882,8,1,8,1,7,0.875,223,159,0.7130045,129,0.8113208,152,0.9559748,106,0.6973684,207,121,0.5845411,121,1,119,0.9834711,93,0.7815126,16,8,0.5,8,1,8,1,6,0.75
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,671,563,0.8390462,537,0.9538188,559,0.9928952,443,0.7924866,338,277,0.8195266,264,0.9530686,275,0.9927798,218,0.7927273,315,249,0.7904762,249,1,249,1,202,0.811245,23,15,0.6521739,15,1,14,0.9333333,9,0.6428571,333,286,0.8588589,273,0.9545455,284,0.993007,225,0.7922535,323,267,0.8266254,267,1,267,1,212,0.7940075,10,6,0.6,6,1,6,1,6,1
RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,668,587,0.8787425,467,0.7955707,582,0.9914821,399,0.685567,311,291,0.9356913,237,0.814433,288,0.9896907,201,0.6979167,294,228,0.7755102,228,1,226,0.9912281,173,0.7654867,17,9,0.5294118,9,1,9,1,5,0.5555556,357,296,0.8291317,230,0.777027,294,0.9932432,198,0.6734694,328,213,0.6493902,213,1,212,0.9953052,153,0.7216981,29,17,0.5862069,17,1,17,1,12,0.7058824
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1124,1016,0.9039146,932,0.9173228,1005,0.9891732,752,0.7482587,420,371,0.8833333,346,0.9326146,368,0.9919137,292,0.7934783,391,323,0.826087,323,1,322,0.996904,256,0.7950311,29,23,0.7931034,23,1,23,1,20,0.8695652,704,645,0.9161932,586,0.9085271,637,0.9875969,460,0.722135,667,555,0.832084,555,1,555,1,409,0.7369369,37,31,0.8378378,31,1,31,1,21,0.6774194
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,522,532,1.0191571,405,0.7612782,528,0.9924812,327,0.6193182,226,226,1,170,0.7522124,225,0.9955752,146,0.6488889,209,153,0.7320574,153,1,153,1,114,0.745098,17,17,1,17,1,17,1,13,0.7647059,296,306,1.0337838,235,0.7679739,303,0.9901961,181,0.5973597,283,226,0.7985866,226,1,226,1,146,0.6460177,13,9,0.6923077,9,1,9,1,7,0.7777778
NVC08,MOUNT STUART HOSPITAL,446,480,1.0762332,453,0.94375,480,1,398,0.8291667,214,226,1.0560748,217,0.960177,226,1,187,0.8274336,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,232,254,1.0948276,236,0.9291339,254,1,211,0.8307087,232,236,1.0172414,236,1,236,1,204,0.8644068,0,0,0,0,0,0,0,0,0
NVC09,NEW HALL HOSPITAL,488,481,0.9856557,464,0.964657,479,0.995842,395,0.8246347,256,255,0.9960938,245,0.9607843,254,0.9960784,210,0.8267717,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,232,226,0.9741379,219,0.9690265,225,0.9955752,185,0.8222222,223,210,0.941704,210,1,210,1,177,0.8428571,9,9,1,9,1,9,1,8,0.8888889
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1831,973,0.5314036,818,0.8406989,671,0.6896197,515,0.7675112,956,520,0.5439331,438,0.8423077,360,0.6923077,271,0.7527778,890,383,0.4303371,383,1,281,0.7336815,226,0.8042705,66,55,0.8333333,55,1,45,0.8181818,36,0.8,875,453,0.5177143,380,0.8388521,311,0.6865342,244,0.7845659,829,357,0.4306393,357,1,270,0.7563025,224,0.8296296,46,23,0.5,23,1,22,0.9565217,16,0.7272727
RVJ,NORTH BRISTOL NHS TRUST,1432,442,0.3086592,364,0.8235294,439,0.9932127,305,0.6947608,752,224,0.2978723,193,0.8616071,223,0.9955357,163,0.7309417,628,168,0.2675159,168,1,167,0.9940476,134,0.8023952,124,25,0.2016129,25,1,25,1,18,0.72,680,218,0.3205882,171,0.7844037,216,0.9908257,142,0.6574074,556,153,0.2751799,153,1,153,1,110,0.7189542,124,18,0.1451613,18,1,18,1,16,0.8888889
RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,465,440,0.9462366,301,0.6840909,436,0.9909091,268,0.6146789,183,162,0.8852459,110,0.6790123,158,0.9753086,100,0.6329114,160,97,0.60625,97,1,96,0.9896907,69,0.71875,23,13,0.5652174,13,1,13,1,10,0.7692308,282,278,0.9858156,191,0.6870504,278,1,168,0.6043165,267,182,0.6816479,182,1,182,1,129,0.7087912,15,9,0.6,9,1,9,1,7,0.7777778
NVC11,NORTH DOWNS HOSPITAL,244,267,1.0942623,217,0.8127341,265,0.9925094,200,0.754717,132,133,1.0075758,116,0.8721805,133,1,106,0.7969925,*,110,*,110,1,110,1,92,0.8363636,*,6,*,6,1,6,1,4,0.6666667,112,134,1.1964286,101,0.7537313,132,0.9850746,94,0.7121212,*,*,*,*,*,*,*,*,0.76,*,*,*,*,*,*,*,0,*
NTP15,NORTH EAST LONDON TREATMENT CENTRE CARE UK,472,218,0.4618644,139,0.6376147,215,0.9862385,113,0.5255814,177,84,0.4745763,67,0.797619,84,1,56,0.6666667,177,67,0.3785311,67,1,67,1,50,0.7462687,0,0,0,0,0,0,0,0,0,295,134,0.4542373,72,0.5373134,131,0.9776119,57,0.4351145,*,72,0.2457338,*,1,72,1,46,0.6388889,*,0,*,0,0,0,0,0,0
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,258,228,0.8837209,133,0.5833333,223,0.9780702,95,0.426009,91,88,0.967033,56,0.6363636,86,0.9772727,43,0.5,83,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*,167,140,0.8383234,77,0.55,137,0.9785714,52,0.379562,160,*,*,*,*,*,*,*,0.472973,7,*,*,*,*,*,*,0,*
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,727,751,1.0330124,708,0.942743,746,0.9933422,538,0.7211796,331,342,1.0332326,318,0.9298246,340,0.994152,246,0.7235294,302,291,0.9635762,291,1,291,1,220,0.7560137,29,27,0.9310345,27,1,27,1,17,0.6296296,396,409,1.0328283,390,0.9535452,406,0.992665,292,0.7192118,362,358,0.9889503,358,1,355,0.9916201,269,0.7577465,34,32,0.9411765,32,1,32,1,16,0.5
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1457,1055,0.7240906,874,0.828436,1047,0.9924171,751,0.7172875,737,512,0.6947083,422,0.8242188,507,0.9902344,371,0.7317554,649,402,0.6194145,402,1,402,1,321,0.7985075,88,20,0.2272727,20,1,20,1,13,0.65,720,543,0.7541667,452,0.8324125,540,0.9944751,380,0.7037037,666,438,0.6576577,438,1,437,0.9977169,338,0.7734554,54,14,0.2592593,14,1,14,1,12,0.8571429
RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,566,555,0.9805654,525,0.9459459,553,0.9963964,421,0.761302,235,236,1.0042553,221,0.9364407,236,1,179,0.7584746,213,201,0.943662,201,1,201,1,153,0.761194,22,20,0.9090909,20,1,20,1,15,0.75,331,319,0.9637462,304,0.9529781,317,0.9937304,242,0.7634069,321,297,0.9252336,297,1,295,0.993266,230,0.779661,10,7,0.7,7,1,7,1,5,0.7142857
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,564,288,0.5106383,259,0.8993056,282,0.9791667,211,0.748227,315,157,0.4984127,145,0.9235669,154,0.9808917,118,0.7662338,307,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*,249,131,0.5261044,114,0.870229,128,0.9770992,93,0.7265625,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,956,790,0.8263598,710,0.8987342,783,0.9911392,535,0.6832695,404,349,0.8638614,308,0.8825215,348,0.9971347,232,0.6666667,374,293,0.7834225,293,1,293,1,211,0.7201365,30,15,0.5,15,1,15,1,9,0.6,552,441,0.798913,402,0.9115646,435,0.9863946,303,0.6965517,526,389,0.7395437,389,1,385,0.9897172,281,0.7298701,26,13,0.5,13,1,13,1,11,0.8461538
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2774,1729,0.6232877,1546,0.8941585,1721,0.995373,1326,0.7704823,1377,870,0.6318083,781,0.8977011,865,0.9942529,678,0.783815,1256,753,0.5995223,753,1,750,0.9960159,615,0.82,121,28,0.231405,28,1,28,1,21,0.75,1397,859,0.614889,765,0.8905704,856,0.9965076,648,0.7570093,1344,745,0.5543155,745,1,743,0.9973154,589,0.7927322,53,20,0.3773585,20,1,20,1,16,0.8
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1753,1257,0.7170565,879,0.699284,1251,0.9952267,773,0.6179057,783,604,0.7713921,440,0.7284768,600,0.9933775,388,0.6466667,722,418,0.5789474,418,1,416,0.9952153,313,0.7524038,61,22,0.3606557,22,1,22,1,17,0.7727273,970,653,0.6731959,439,0.6722818,651,0.9969372,385,0.5913978,881,413,0.4687855,413,1,413,1,291,0.7046005,89,26,0.2921348,26,1,26,1,17,0.6538462
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",75,62,0.8266667,58,0.9354839,62,1,53,0.8548387,37,28,0.7567568,27,0.9642857,28,1,24,0.8571429,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,38,34,0.8947368,31,0.9117647,34,1,29,0.8529412,38,31,0.8157895,31,1,31,1,28,0.9032258,0,0,0,0,0,0,0,0,0
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",367,275,0.7493188,258,0.9381818,275,1,211,0.7672727,169,124,0.7337278,121,0.9758065,124,1,102,0.8225806,169,121,0.7159763,121,1,121,1,100,0.8264463,0,0,0,0,0,0,0,0,0,198,151,0.7626263,137,0.9072848,151,1,109,0.7218543,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",76,66,0.8684211,61,0.9242424,63,0.9545455,49,0.7777778,51,44,0.8627451,40,0.9090909,41,0.9318182,32,0.7804878,51,40,0.7843137,40,1,39,0.975,31,0.7948718,0,0,0,0,0,0,0,0,0,25,22,0.88,21,0.9545455,22,1,17,0.7727273,25,21,0.84,21,1,21,1,16,0.7619048,0,0,0,0,0,0,0,0,0
NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",182,149,0.8186813,137,0.9194631,148,0.9932886,118,0.7972973,81,68,0.8395062,61,0.8970588,67,0.9852941,50,0.7462687,81,61,0.7530864,61,1,61,1,47,0.7704918,0,0,0,0,0,0,0,0,0,101,81,0.8019802,76,0.9382716,81,1,68,0.8395062,*,76,0.76,*,1,76,1,65,0.8552632,*,0,*,0,0,0,0,0,0
NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",144,327,2.2708333,315,0.9633028,327,1,254,0.7767584,68,160,2.3529412,157,0.98125,160,1,122,0.7625,68,157,2.3088235,157,1,157,1,121,0.7707006,0,0,0,0,0,0,0,0,0,76,167,2.1973684,158,0.9461078,167,1,132,0.7904192,76,158,2.0789474,158,1,158,1,128,0.8101266,0,0,0,0,0,0,0,0,0
NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",22,16,0.7272727,14,0.875,16,1,13,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0.7272727,14,0.875,16,1,13,0.8125,*,14,0.6666667,*,1,14,1,12,0.8571429,*,0,*,0,0,0,0,0,0
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",179,168,0.9385475,157,0.9345238,167,0.9940476,130,0.7784431,83,76,0.9156627,72,0.9473684,75,0.9868421,52,0.6933333,*,72,*,72,1,72,1,50,0.6944444,*,0,*,0,0,0,0,0,0,96,92,0.9583333,85,0.923913,92,1,78,0.8478261,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",874,838,0.9588101,787,0.9391408,837,0.9988067,693,0.827957,360,331,0.9194444,316,0.9546828,330,0.9969789,275,0.8333333,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,514,507,0.9863813,471,0.9289941,507,1,418,0.8244576,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",17,18,1.0588235,17,0.9444444,18,1,15,0.8333333,8,12,1.5,11,0.9166667,12,1,9,0.75,8,11,1.375,11,1,11,1,8,0.7272727,0,0,0,0,0,0,0,0,0,9,6,0.6666667,6,1,6,1,6,1,9,6,0.6666667,6,1,6,1,6,1,0,0,0,0,0,0,0,0,0
NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",135,115,0.8518519,104,0.9043478,115,1,91,0.7913043,90,74,0.8222222,68,0.9189189,74,1,61,0.8243243,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45,41,0.9111111,36,0.8780488,41,1,30,0.7317073,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",196,289,1.4744898,281,0.9723183,288,0.9965398,241,0.8368056,88,123,1.3977273,120,0.9756098,123,1,101,0.8211382,88,120,1.3636364,120,1,120,1,99,0.825,0,0,0,0,0,0,0,0,0,108,166,1.537037,161,0.9698795,165,0.9939759,140,0.8484848,*,161,1.5046729,*,1,161,1,137,0.8509317,*,0,*,0,0,0,0,0,0
NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",585,599,1.0239316,549,0.9165275,596,0.9949917,450,0.7550336,204,208,1.0196078,196,0.9423077,207,0.9951923,160,0.7729469,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,381,391,1.0262467,353,0.9028133,389,0.9948849,290,0.7455013,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",403,365,0.9057072,339,0.9287671,365,1,278,0.7616438,182,165,0.9065934,153,0.9272727,165,1,129,0.7818182,182,153,0.8406593,153,1,153,1,124,0.8104575,0,0,0,0,0,0,0,0,0,221,200,0.9049774,186,0.93,200,1,149,0.745,221,186,0.841629,186,1,186,1,145,0.7795699,0,0,0,0,0,0,0,0,0
NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",128,553,4.3203125,528,0.954792,550,0.994575,439,0.7981818,51,261,5.1176471,250,0.9578544,259,0.9923372,208,0.8030888,51,250,4.9019608,250,1,249,0.996,198,0.7951807,0,0,0,0,0,0,0,0,0,77,292,3.7922078,278,0.9520548,291,0.9965753,231,0.7938144,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",761,606,0.7963206,584,0.9636964,602,0.9933993,482,0.8006645,361,275,0.7617729,262,0.9527273,275,1,221,0.8036364,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,400,331,0.8275,322,0.9728097,327,0.9879154,261,0.7981651,*,322,0.8070175,*,1,321,0.9968944,256,0.7975078,*,0,*,0,0,0,0,0,0
NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",273,282,1.032967,257,0.9113475,281,0.9964539,224,0.797153,139,142,1.0215827,130,0.915493,142,1,114,0.8028169,139,130,0.9352518,130,1,130,1,110,0.8461538,0,0,0,0,0,0,0,0,0,134,140,1.0447761,127,0.9071429,139,0.9928571,110,0.7913669,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",231,168,0.7272727,162,0.9642857,167,0.9940476,142,0.8502994,85,61,0.7176471,59,0.9672131,61,1,56,0.9180328,85,59,0.6941176,59,1,59,1,55,0.9322034,0,0,0,0,0,0,0,0,0,146,107,0.7328767,103,0.9626168,106,0.9906542,86,0.8113208,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",269,264,0.9814126,244,0.9242424,264,1,216,0.8181818,147,144,0.9795918,133,0.9236111,144,1,118,0.8194444,*,133,*,133,1,133,1,115,0.8646617,*,0,*,0,0,0,0,0,0,122,120,0.9836066,111,0.925,120,1,98,0.8166667,*,111,0.9173554,*,1,111,1,94,0.8468468,*,0,*,0,0,0,0,0,0
NT237,"NUFFIELD HEALTH, TEES HOSPITAL",571,548,0.9597198,526,0.959854,543,0.9908759,416,0.7661142,231,213,0.9220779,205,0.9624413,211,0.9906103,159,0.7535545,224,*,*,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*,340,335,0.9852941,321,0.958209,332,0.9910448,257,0.7740964,331,314,0.9486405,314,1,314,1,245,0.7802548,9,7,0.7777778,7,1,7,1,5,0.7142857
NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",208,177,0.8509615,171,0.9661017,177,1,147,0.8305085,108,93,0.8611111,90,0.9677419,93,1,78,0.8387097,108,90,0.8333333,90,1,90,1,77,0.8555556,0,0,0,0,0,0,0,0,0,100,84,0.84,81,0.9642857,84,1,69,0.8214286,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",76,67,0.8815789,65,0.9701493,67,1,58,0.8656716,34,30,0.8823529,30,1,30,1,26,0.8666667,34,30,0.8823529,30,1,30,1,26,0.8666667,0,0,0,0,0,0,0,0,0,42,37,0.8809524,35,0.9459459,37,1,32,0.8648649,*,35,0.8536585,*,1,35,1,31,0.8857143,*,0,*,0,0,0,0,0,0
NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",209,182,0.8708134,162,0.8901099,180,0.989011,148,0.8222222,97,87,0.8969072,76,0.8735632,87,1,72,0.8275862,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,112,95,0.8482143,86,0.9052632,93,0.9789474,76,0.8172043,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",339,413,1.2182891,364,0.8813559,410,0.9927361,324,0.7902439,166,190,1.1445783,177,0.9315789,190,1,156,0.8210526,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,173,223,1.2890173,187,0.838565,220,0.9865471,168,0.7636364,*,187,1.0935673,*,1,187,1,155,0.828877,*,0,*,0,0,0,0,0,0
NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
